ensembl_gene_id,pValMin,nSNPs,pValMinScore,scoreSplineResid
ENSG00000000419,0.07952,23,1.099523628610743,1.3330326233319292
ENSG00000000457,0.007644,29,2.1166793216170245,1.7727349740910199
ENSG00000000460,0.009274,56,2.0327329084402144,0.5734407031651018
ENSG00000000938,0.08222,13,1.085022527555669,3.005293155815816
ENSG00000000971,0.007959,54,2.0991414952980083,0.6528915399410765
ENSG00000001036,0.046,29,1.337242168318426,1.0756051390517256
ENSG00000001084,0.005855,48,2.232473100591618,0.8791753640449321
ENSG00000001167,3.804e-7,49,6.419759491734624,2.5533486136087435
ENSG00000001460,0.004174,45,2.379447555270565,1.0589936278445746
ENSG00000001461,0.03264,34,1.4862498499181764,0.9010986909367875
ENSG00000001561,0.06177,46,1.2092223986623063,0.20647432983965805
ENSG00000001617,0.04099,26,1.3873220816834984,1.37805996873851
ENSG00000001626,0.0451,30,1.3458234581220394,1.0131691357975996
ENSG00000001629,0.009864,10,2.005946936412325,5.741748222504039
ENSG00000001630,0.02657,32,1.5756084455897226,1.0981377813291489
ENSG00000001631,0.02521,17,1.598427154323554,2.9180826891027025
ENSG00000002016,0.1669,33,0.7775436633207533,0.18370582653516537
ENSG00000002079,0.001461,30,2.8353497840657034,2.1922161162274687
ENSG00000002330,0.04606,22,1.3366760663717878,1.756744244650232
ENSG00000002549,0.184,47,0.7351821769904635,-0.3049557542261705
ENSG00000002587,0.02645,50,1.5775743236287953,0.4033328985943413
ENSG00000002726,0.04574,55,1.3397038397292702,0.1254695989914045
ENSG00000002745,0.03917,32,1.407046428452134,0.9436416087825003
ENSG00000002746,1.749e-4,32,3.7572101905213233,2.5454520721076994
ENSG00000002822,0.05325,46,1.2736803878892247,0.2625427932081531
ENSG00000002834,0.002661,41,2.574955125448611,1.327145002677976
ENSG00000002919,0.05048,44,1.2968806537639221,0.33713638697255865
ENSG00000002933,0.06803,52,1.1672995290394326,0.038227307672836726
ENSG00000003056,0.09592,32,1.0180908299092077,0.5362044324025953
ENSG00000003137,0.009021,31,2.04474531717982,1.5535736949529306
ENSG00000003147,0.003404,52,2.46801044858745,0.9049229414326176
ENSG00000003249,3.214e-4,62,3.4929541275726743,1.1671712868442163
ENSG00000003393,0.3671,24,0.43521561549601323,0.09578069757349873
ENSG00000003400,0.02116,45,1.6744843366368518,0.6046841458180259
ENSG00000003402,0.02116,40,1.6744843366368518,0.7769877620396092
ENSG00000003436,0.03596,43,1.4441803169388088,0.49025541152602886
ENSG00000003509,1.305e-4,41,3.8843894883257004,1.989597782495922
ENSG00000003756,0.03331,30,1.4774253673088231,1.1425850847090098
ENSG00000003987,0.01789,40,1.747389659432627,0.8317197139533157
ENSG00000003989,0.01657,96,1.7806774915806631,0.017739804170964373
ENSG00000004059,0.00616,45,2.2104192878355744,0.9587098679562717
ENSG00000004139,0.02587,18,1.5872035712834565,2.702125803710085
ENSG00000004142,0.02587,21,1.5872035712834565,2.1933637591343165
ENSG00000004399,0.009474,53,2.023466619608062,0.6294914000197337
ENSG00000004455,0.05749,25,1.2404076913540252,1.3065367105652093
ENSG00000004468,6.945e-4,29,3.158327749926366,2.4946597207220678
ENSG00000004478,0.1923,19,0.7160207157615202,1.1812771790588819
ENSG00000004487,0.04205,31,1.376233999866069,0.9767249918069785
ENSG00000004534,0.02986,16,1.5249101966109935,3.0332312853262526
ENSG00000004660,0.02143,33,1.6689778289581714,1.116445764683367
ENSG00000004700,0.07939,60,1.1002341980556138,-0.14655895983788597
ENSG00000004766,0.004538,42,2.3431355084510828,1.1485621097552785
ENSG00000004776,0.06001,27,1.2217763732339035,1.1059411624451168
ENSG00000004777,0.05691,42,1.244811414391675,0.35185617705689726
ENSG00000004779,0.005929,45,2.2270185496550363,0.9687647093216847
ENSG00000004799,0.1002,63,0.9991322784687731,-0.2734038979683216
ENSG00000004809,0.04582,78,1.3389449151466213,-0.14301915604978835
ENSG00000004838,0.0688,18,1.1624115617644888,2.104975145807481
ENSG00000004846,0.01868,43,1.7286231281059254,0.7075212183379022
ENSG00000004864,0.1107,18,0.9558523791212772,1.7673316730494817
ENSG00000004866,0.01184,66,1.926648297613099,0.3537216694861517
ENSG00000004897,0.1182,28,0.9273825234547635,0.6681989608201596
ENSG00000004939,0.05129,31,1.2899673009342465,0.890464157207987
ENSG00000004948,0.004941,33,2.3061851461105833,1.5995383427619305
ENSG00000004975,0.0128,16,1.8927900303521317,3.5285949775793757
ENSG00000005001,0.1393,44,0.8560488835760365,-0.09466178913676919
ENSG00000005007,0.06216,29,1.2064889942071422,0.9357013134032934
ENSG00000005020,0.1337,15,0.8738685927380155,2.133421133116436
ENSG00000005059,0.01452,42,1.838033383635925,0.8205370653392333
ENSG00000005073,0.3261,36,0.48664920119404304,-0.3849157003598031
ENSG00000005075,0.1253,44,0.90204892900585,-0.04351987814098589
ENSG00000005100,2.832e-4,33,3.5479067509822686,2.3482274302893353
ENSG00000005102,0.006807,36,2.1670442493954014,1.3184532173274306
ENSG00000005108,0.007121,28,2.147459014230201,1.88894391777367
ENSG00000005156,0.05637,14,1.248951965179812,3.0635374642125286
ENSG00000005175,0.01739,33,1.7597004179972875,1.1914180389258457
ENSG00000005187,0.03448,29,1.462432742847325,1.2018302639926357
ENSG00000005189,0.037,18,1.431798275933005,2.495897744664574
ENSG00000005194,0.07864,46,1.1043564951759208,0.11090487084785701
ENSG00000005206,0.1007,52,0.996970529446382,-0.11739901523139763
ENSG00000005238,0.3122,33,0.5055671012736014,-0.2420392043802759
ENSG00000005243,0.1363,48,0.8655041441653264,-0.17513406182993543
ENSG00000005249,0.02321,25,1.6343248595440822,1.7363747779145118
ENSG00000005339,0.1702,27,0.7690404442514309,0.5118390386169229
ENSG00000005379,3.671e-7,33,6.435215615496014,3.6330690329308233
ENSG00000005381,0.006929,25,2.159329438666591,2.221759586247542
ENSG00000005421,0.1487,50,0.8276890314780458,-0.25568294443733
ENSG00000005436,0.0154,72,1.812479279163537,0.21736283726958316
ENSG00000005448,0.1,29,1,0.6939733353327753
ENSG00000005469,0.01688,49,1.7726275577103638,0.5633803189348481
ENSG00000005471,0.04405,40,1.3560540872519333,0.5183714653961132
ENSG00000005483,0.01268,27,1.896880746454286,1.7768142620522276
ENSG00000005486,0.02798,30,1.5531522898441912,1.2138511738555269
ENSG00000005513,0.03552,60,1.4495270428934366,0.12816649582215803
ENSG00000005700,0.05835,30,1.233959139618611,0.8968370580746936
ENSG00000005801,0.0144,46,1.8416375079047504,0.6916249255536937
ENSG00000005810,0.1206,30,0.9186526921958675,0.5281868922540012
ENSG00000005812,0.05163,43,1.2870978749527773,0.35828855479610167
ENSG00000005844,0.1562,14,0.8063189704587185,2.1851873541210463
ENSG00000005882,0.0555,37,1.2557070168773237,0.5454941172544461
ENSG00000005884,0.0555,52,1.2557070168773237,0.11308280418904437
ENSG00000005955,0.09242,36,1.0342340358173139,0.36332855936592534
ENSG00000005961,6.141e-4,26,3.211760902617832,2.8808745485585137
ENSG00000005981,0.03926,37,1.4060497047360125,0.6828064259451537
ENSG00000006007,0.02775,61,1.556737012541305,0.18888490008969341
ENSG00000006015,0.05841,39,1.2335127937603059,0.444880549257735
ENSG00000006016,0.1087,35,0.9637704559137055,0.32730511465574985
ENSG00000006025,0.03356,58,1.4741780478433373,0.17626099886850077
ENSG00000006042,0.1328,38,0.8768019249680014,0.1079961542756228
ENSG00000006047,0.003165,22,2.499626285646626,2.93768008200826
ENSG00000006059,0.007714,29,2.112720365469977,1.769627829845421
ENSG00000006062,0.005256,40,2.2793446434482756,1.1935629100978606
ENSG00000006071,0.003983,67,2.3997896935906717,0.5961042441527994
ENSG00000006074,0.01535,50,1.8138916201867947,0.5663046698429611
ENSG00000006075,0.01609,54,1.7934439559009705,0.46495028839222274
ENSG00000006114,0.01464,35,1.834458923277627,1.133250386306757
ENSG00000006116,0.03411,43,1.4671182805926029,0.508739508866941
ENSG00000006118,0.02593,33,1.5861974832306485,1.045810505756383
ENSG00000006125,0.01485,39,1.8282735463467688,0.9327919131701751
ENSG00000006128,0.009443,43,2.0248900103138388,0.9109188594094618
ENSG00000006194,0.1648,46,0.783042792638903,-0.22608836528238815
ENSG00000006210,0.03521,40,1.4533339749298158,0.60113567323869
ENSG00000006282,0.0349,35,1.45717457304082,0.8227249284413971
ENSG00000006283,0.0935,36,1.0291883891274822,0.35783333968533
ENSG00000006327,0.02015,27,1.6957249495228717,1.594638199154577
ENSG00000006377,0.1045,14,0.9808837095529273,2.558594924421482
ENSG00000006432,0.06511,34,1.1863523046531033,0.615632117920797
ENSG00000006451,0.1283,25,0.8917733436250715,0.8492526078287383
ENSG00000006453,0.05171,37,1.2864254622279303,0.5743689181750748
ENSG00000006459,0.2963,22,0.5282683485199489,0.4678422141970973
ENSG00000006468,0.01699,39,1.7698066211309544,0.8897532412050109
ENSG00000006530,0.06304,27,1.200383795518501,1.0813290765006713
ENSG00000006534,0.0473,47,1.3251388592621884,0.2803917917045334
ENSG00000006555,0.001871,39,2.72792621249999,1.5089671266067841
ENSG00000006576,0.02636,29,1.5790545940780276,1.3135725156219682
ENSG00000006606,0.004292,64,2.3673402867060864,0.6220925697831525
ENSG00000006607,0.1582,43,0.8007935208383422,-0.13339768767014054
ENSG00000006611,0.05297,59,1.2759700270644023,0.01217270166150197
ENSG00000006625,0.08894,32,1.0509028748870841,0.5740464741844135
ENSG00000006634,0.02489,23,1.6039751033914067,1.938226504364856
ENSG00000006638,0.02727,39,1.5643148620583702,0.7309919417981511
ENSG00000006652,0.01153,44,1.938170692705301,0.8191233703224714
ENSG00000006659,0.02643,48,1.5779028368682897,0.45174141988097183
ENSG00000006695,0.008783,56,2.056357117247871,0.5873310855492129
ENSG00000006704,0.04341,23,1.3624102141613001,1.6653827592422294
ENSG00000006712,0.05227,35,1.2817474999022496,0.6609769034450694
ENSG00000006715,0.04707,50,1.3272558016934008,0.2124348905409647
ENSG00000006740,0.06473,42,1.1888943929820697,0.30076750832526017
ENSG00000006744,0.02852,61,1.544850478820172,0.18074077750538492
ENSG00000006747,0.001458,67,2.836242476018044,0.8042229627785621
ENSG00000006788,0.08347,27,1.0784695864987577,0.9355971577963861
ENSG00000006831,0.04643,46,1.3332013163338259,0.31269411826326404
ENSG00000006837,0.02219,38,1.6538426977679916,0.844585059718774
ENSG00000007001,0.08606,28,1.0651986582534634,0.8436182183070716
ENSG00000007038,0.07113,23,1.1479471913021495,1.3976105620271568
ENSG00000007047,3.89e-8,16,7.410050398674293,8.059334998720708
ENSG00000007062,0.0573,50,1.24184537803261,0.14193704939298132
ENSG00000007080,0.01808,41,1.7428015738606555,0.7893728067998478
ENSG00000007129,0.01605,28,1.7945249632591092,1.5932397892466967
ENSG00000007168,0.04716,29,1.3264262035769485,1.064363193974503
ENSG00000007171,0.05178,50,1.2858379539011469,0.17863311950766442
ENSG00000007174,0.02981,32,1.5256380239673693,1.0534530622668052
ENSG00000007202,0.08655,13,1.0627329277885873,2.9603541370316084
ENSG00000007216,0.003457,24,2.4613006204575933,2.602915384402103
ENSG00000007237,0.003207,60,2.4939010400715595,0.7515650251078919
ENSG00000007255,7.21e-15,23,14.14206473528057,8.208567655283234
ENSG00000007264,0.001581,47,2.801068130067791,1.2220983294586232
ENSG00000007306,0.003942,38,2.4042833800565755,1.3668830438643542
ENSG00000007312,0.02068,31,1.684449465578095,1.2600946458922395
ENSG00000007314,0.003948,29,2.403622856002401,1.9893386538378806
ENSG00000007341,0.07585,22,1.1200444148772506,1.4744130869828789
ENSG00000007372,0.1843,15,0.7344746647809262,1.8302610592952193
ENSG00000007376,0.006935,78,2.1589535345906965,0.35057188829153646
ENSG00000007384,0.0844,43,1.0736575533743449,0.1609992698025829
ENSG00000007392,0.0152,44,1.8181564120552274,0.73764933091432106
ENSG00000007402,0.2079,21,0.6821455106685308,0.8811495032882438
ENSG00000007516,0.06215,40,1.2065588670223364,0.38340340786921007
ENSG00000007520,0.05373,34,1.269783159431306,0.6992329018907492
ENSG00000007541,0.00944,44,2.025028005701931,0.8761296768321748
ENSG00000007545,0.04622,33,1.3351700588569095,0.8164547471563393
ENSG00000007866,0.002251,58,2.64762450499948,0.8656069505877932
ENSG00000007908,0.001173,75,2.9307019878844707,0.7445162099851429
ENSG00000007923,8.342e-4,34,3.0787298144901873,2.0119861954303278
ENSG00000007933,0.06883,64,1.1622222304462666,-0.14413621052481304
ENSG00000007944,0.03347,31,1.475344287642223,1.0717737141538575
ENSG00000007968,0.04687,33,1.3291050464797898,0.810592132633505
ENSG00000008018,0.1464,37,0.8344589232776269,0.09283745156873323
ENSG00000008083,0.006342,55,2.19777376230893,0.688658235591949
ENSG00000008118,0.1158,45,0.9362914406085826,-0.03175376350169019
ENSG00000008128,0.0352,36,1.453457336521869,0.7703132959516631
